desc,time
AA6H3a1|AA6H6a6|HA3A6a2|aA1A6H2|1|0|1,2
AA6H3a6|AA6H5a1|HA3A5a4|aA1A6H4|-1|0|1,1
AA6H5a6|AA6H7a1|HA5A7a7|aA1A6H7|-1|0|1,1
AA6H3a1|AA6H4a6|HA3A4a4|aA1A6H4|1|0|1,1
AA2H1a1|AA2H2a2|HA1A2a0|aA1A2H0|0|0|1,1
AA2H3a1|AA2H3a2|HA3A3a2|aA1A2H2|1|0|1,1
AA2H3a2|AA2H5a1|HA3A5a4|aA1A2H4|-1|0|1,1
AA2H6a2|AA2H7a1|HA6A7a7|aA1A2H7|-1|0|1,1
AA2H1a2|AA2H3a1|HA1A3a4|aA1A2H4|-1|0|1,1
AH1H3a1|HA1H2a0|HA3H2a2|aA1H0H2|0|0|1,2
AH1H5a1|HA1H4a0|HA5H4a4|aA1H0H4|0|0|1,1
AH1H7a1|HA1H7a0|HA7H7a7|aA1H0H7|0|0|1,1
AH1H3a1|HA1H4a0|HA3H4a4|aA1H0H4|0|0|1,1
AH3H5a1|HA3H3a2|HA5H3a4|aA1H2H4|1|0|1,1
AH3H7a1|HA3H6a2|HA7H6a7|aA1H2H7|1|0|1,1
AH3H3a1|HA3H5a2|HA3H5a4|aA1H2H4|-1|0|1,1
AH5H7a1|HA5H2a4|HA7H2a7|aA1H4H7|1|0|1,1
AH3H5a1|HA3H4a4|HA5H4a4|aA1H4H4|1|0|1,1
AH3H7a1|HA3H6a4|HA7H6a7|aA1H4H7|1|0|1,1
AA4A6a6|AA4A9a10|AA6A9a3|aA10A3A6|-1|0|1,1
AA4A8a2|AA4A9a3|AA8A9a10|aA10A2A3|-1|0|1,1
AA9H10a10|AA9H3a3|HA10A3a0|aA10A3H0|0|0|1,1
AA9H1a3|AA9H9a10|HA1A9a2|aA10A3H2|-1|0|1,1
AA9H3a3|AA9H5a10|HA3A5a4|aA10A3H4|-1|0|1,1
AA9H5a10|AA9H5a3|HA5A5a7|aA10A3H7|1|0|1,1
AA9H6a3|AA9H8a10|HA6A8a4|aA10A3H4|-1|0|1,1
AA4A4a6|AA4A8a10|AA4A8a2|aA10A2A6|1|0|1,1
AA4H10a10|AA4H6a6|HA10A6a0|aA10A6H0|0|0|1,1
AA4H6a6|AA4H9a10|HA6A9a2|aA10A6H2|-1|0|1,1
AA4H3a6|AA4H5a10|HA3A5a4|aA10A6H4|-1|0|1,1
AA4H5a10|AA4H5a6|HA5A5a7|aA10A6H7|-1|0|1,1
AA4H4a6|AA4H8a10|HA4A8a4|aA10A6H4|1|0|1,1
AA8H10a10|AA8H2a2|HA10A2a0|aA10A2H0|0|0|1,1
AA8H3a2|AA8H9a10|HA3A9a2|aA10A2H2|1|0|1,1
AA8H3a2|AA8H5a10|HA3A5a4|aA10A2H4|1|0|1,1
AA8H5a10|AA8H6a2|HA5A6a7|aA10A2H7|-1|0|1,1
AA8H1a2|AA8H8a10|HA1A8a4|aA10A2H4|-1|0|1,1
AH10H9a10|HA10H2a0|HA9H2a2|aA10H0H2|0|0|1,1
AH10H5a10|HA10H4a0|HA5H4a4|aA10H0H4|0|0|1,1
AH10H5a10|HA10H7a0|HA5H7a7|aA10H0H7|0|0|1,1
AH10H8a10|HA10H4a0|HA8H4a4|aA10H0H4|0|0|1,1
AH5H9a10|HA5H3a4|HA9H3a2|aA10H2H4|-1|0|1,1
AH5H9a10|HA5H6a7|HA9H6a2|aA10H2H7|-1|0|1,1
AH8H9a10|HA8H5a4|HA9H5a2|aA10H2H4|-1|0|1,1
AH5H5a10|HA5H2a4|HA5H2a7|aA10H4H7|1|0|1,1
AH5H8a10|HA5H4a4|HA8H4a4|aA10H4H4|1|0|1,1
AH5H8a10|HA5H6a7|HA8H6a4|aA10H4H7|1|0|1,1
AA4A4a2|AA4A6a3|AA4A6a6|aA2A3A6|-1|0|1,1
AA6H3a3|AA6H6a6|HA3A6a0|aA3A6H0|0|0|1,2
AA6H1a3|AA6H6a6|HA1A6a2|aA3A6H2|-1|0|1,2
AA6H3a3|AA6H3a6|HA3A3a4|aA3A6H4|-1|0|1,1
AA6H5a3|AA6H5a6|HA5A5a7|aA3A6H7|-1|0|1,1
AA6H4a6|AA6H6a3|HA4A6a4|aA3A6H4|1|0|1,1
AA4H2a2|AA4H3a3|HA2A3a0|aA2A3H0|0|0|1,1
AA4H1a3|AA4H3a2|HA1A3a2|aA2A3H2|1|0|1,1
AA4H3a2|AA4H3a3|HA3A3a4|aA2A3H4|1|0|1,1
AA4H5a3|AA4H6a2|HA5A6a7|aA2A3H7|-1|0|1,1
AA4H1a2|AA4H6a3|HA1A6a4|aA2A3H4|1|0|1,1
AH1H3a3|HA1H2a2|HA3H2a0|aA3H0H2|0|0|1,2
AH3H3a3|HA3H4a0|HA3H4a4|aA3H0H4|0|0|1,2
AH3H5a3|HA3H7a0|HA5H7a7|aA3H0H7|0|0|1,1
AH3H6a3|HA3H4a0|HA6H4a4|aA3H0H4|0|0|1,3
AH1H3a3|HA1H3a2|HA3H3a4|aA3H2H4|-1|0|1,1
AH1H5a3|HA1H6a2|HA5H6a7|aA3H2H7|-1|0|1,1
AH1H6a3|HA1H5a2|HA6H5a4|aA3H2H4|-1|0|1,1
AH3H5a3|HA3H2a4|HA5H2a7|aA3H4H7|-1|0|1,1
AH3H6a3|HA3H4a4|HA6H4a4|aA3H4H4|1|0|1,1
AH5H6a3|HA5H6a7|HA6H6a4|aA3H4H7|1|0|1,1
AA4H2a2|AA4H6a6|HA2A6a0|aA2A6H0|0|0|1,1
AA4H3a2|AA4H6a6|HA3A6a2|aA2A6H2|1|0|1,1
AA4H3a2|AA4H3a6|HA3A3a4|aA2A6H4|1|0|1,1
AA4H5a6|AA4H6a2|HA5A6a7|aA2A6H7|-1|0|1,1
AA4H1a2|AA4H4a6|HA1A4a4|aA2A6H4|-1|0|1,1
AH6H6a6|HA6H2a0|HA6H2a2|aA6H0H2|0|0|1,2
AH3H6a6|HA3H4a4|HA6H4a0|aA6H0H4|0|0|1,1
AH5H6a6|HA5H7a7|HA6H7a0|aA6H0H7|0|0|1,1
AH4H6a6|HA4H4a4|HA6H4a0|aA6H0H4|0|0|1,1
AH3H6a6|HA3H3a4|HA6H3a2|aA6H2H4|-1|0|1,1
AH5H6a6|HA5H6a7|HA6H6a2|aA6H2H7|-1|0|1,1
AH4H6a6|HA4H5a4|HA6H5a2|aA6H2H4|-1|0|1,1
AH3H5a6|HA3H2a4|HA5H2a7|aA6H4H7|1|0|1,1
AH3H4a6|HA3H4a4|HA4H4a4|aA6H4H4|1|0|1,1
AH4H5a6|HA4H6a4|HA5H6a7|aA6H4H7|-1|0|1,1
AH2H3a2|HA2H2a0|HA3H2a2|aA2H0H2|0|0|1,1
AH2H3a2|HA2H4a0|HA3H4a4|aA2H0H4|0|0|1,1
AH2H6a2|HA2H7a0|HA6H7a7|aA2H0H7|0|0|1,1
AH1H2a2|HA1H4a4|HA2H4a0|aA2H0H4|0|0|1,1
AH3H3a2|HA3H3a2|HA3H3a4|aA2H2H4|1|0|1,1
AH3H6a2|HA3H6a2|HA6H6a7|aA2H2H7|1|0|1,1
AH1H3a2|HA1H5a4|HA3H5a2|aA2H2H4|-1|0|1,1
AH3H6a2|HA3H2a4|HA6H2a7|aA2H4H7|1|0|1,1
AH1H3a2|HA1H4a4|HA3H4a4|aA2H4H4|-1|0|1,1
AH1H6a2|HA1H6a4|HA6H6a7|aA2H4H7|-1|0|1,1
HH2H3a2|HH2H4a0|HH3H4a4|aH0H2H4|0|0|1,1
HH2H6a2|HH2H7a0|HH6H7a7|aH0H2H7|0|0|1,1
HH2H4a0|HH2H5a2|HH4H5a4|aH0H2H4|0|0|1,1
HH2H4a4|HH2H7a7|HH4H7a0|aH0H4H7|0|0|1,1
HH4H4a0|HH4H4a4|HH4H4a4|aH0H4H4|0|0|1,2
HH4H6a4|HH4H7a0|HH6H7a7|aH0H4H7|0|0|1,1
HH2H3a4|HH2H6a7|HH3H6a2|aH2H4H7|-1|0|1,1
HH3H4a4|HH3H5a2|HH4H5a4|aH2H4H4|-1|0|1,1
HH5H6a2|HH5H6a4|HH6H6a7|aH2H4H7|-1|0|1,1
HH2H4a4|HH2H6a7|HH4H6a4|aH4H4H7|1|0|1,1
AD4a3a5|DA4a1a4|aA3D1a3|aA5D4a3|1|0|1,1
AD10a5a9|DA10a1a4|aA5D4a3|aA9D1a3|1|0|1,1
AD1a1a3|DA1a1a4|aA1D1a3|aA3D4a3|-1|0|1,1
AD7a3a6|DA7a1a4|aA3D4a3|aA6D1a3|1|0|1,1
AD4a3a3|DA4a1a4|aA3D1a3|aA3D4a3|1|0|1,1
DH2a1a4|HD2a2a4|aD1H2a3|aD4H4a3|-1|0|1,1
DH1a1a4|HD1a0a3|aD1H0a3|aD4H3a3|0|0|1,1
DH4a1a4|HD4a0a3|aD1H3a3|aD4H0a3|0|0|1,1
DH6a1a4|HD6a2a6|aD1H6a3|aD4H2a3|-1|0|1,1
DH6a1a4|HD6a4a5|aD1H5a3|aD4H4a3|-1|0|1,1
AA10a3a5|AA10a5a9|aA3A9a3|aA5A5a3|-1|0|1,1
AA4a1a3|AA4a3a5|aA1A3a3|aA3A5a3|-1|0|1,1
AA6a3a5|AA6a3a6|aA3A5a3|aA3A6a3|1|0|1,1
AA2a3a3|AA2a3a5|aA3A3a3|aA3A5a3|1|0|1,1
AH1a3a5|HA1a2a4|aA3H2a3|aA5H4a3|1|0|1,1
AH3a3a5|HA3a0a3|aA3H0a3|aA5H3a3|0|0|1,1
AH5a3a5|HA5a0a3|aA3H3a3|aA5H0a3|0|0|1,1
AH7a3a5|HA7a2a6|aA3H6a3|aA5H2a3|1|0|1,1
AH3a3a5|HA3a4a5|aA3H5a3|aA5H4a3|-1|0|1,1
AA9a1a3|AA9a5a9|aA1A9a3|aA3A5a3|1|0|1,1
AA4a3a6|AA4a5a9|aA3A5a3|aA6A9a3|1|0|1,1
AA8a3a3|AA8a5a9|aA3A5a3|aA3A9a3|1|0|1,1
AH10a5a9|HA10a2a4|aA5H4a3|aA9H2a3|-1|0|1,1
AH9a5a9|HA9a0a3|aA5H3a3|aA9H0a3|0|0|1,1
AH5a5a9|HA5a0a3|aA5H0a3|aA9H3a3|0|0|1,1
AH5a5a9|HA5a2a6|aA5H2a3|aA9H6a3|1|0|1,1
AH8a5a9|HA8a4a5|aA5H4a3|aA9H5a3|-1|0|1,1
AA6a1a3|AA6a3a6|aA1A6a3|aA3A3a3|1|0|1,1
AA4a1a3|AA4a3a3|aA1A3a3|aA3A3a3|1|0|1,1
AH3a1a3|HA3a2a4|aA1H2a3|aA3H4a3|-1|0|1,1
AH1a1a3|HA1a0a3|aA1H0a3|aA3H3a3|0|0|1,1
AH3a1a3|HA3a0a3|aA1H3a3|aA3H0a3|0|0|1,1
AH5a1a3|HA5a2a6|aA1H6a3|aA3H2a3|-1|0|1,1
AH6a1a3|HA6a4a5|aA1H5a3|aA3H4a3|1|0|1,1
AA4a3a3|AA4a3a6|aA3A3a3|aA3A6a3|1|0|1,1
AH6a3a6|HA6a2a4|aA3H4a3|aA6H2a3|-1|0|1,1
AH6a3a6|HA6a0a3|aA3H3a3|aA6H0a3|0|0|1,1
AH3a3a6|HA3a0a3|aA3H0a3|aA6H3a3|0|0|1,1
AH5a3a6|HA5a2a6|aA3H2a3|aA6H6a3|1|0|1,1
AH4a3a6|HA4a4a5|aA3H4a3|aA6H5a3|-1|0|1,1
AH2a3a3|HA2a2a4|aA3H2a3|aA3H4a3|1|0|1,1
AH3a3a3|HA3a0a3|aA3H0a3|aA3H3a3|0|0|1,2
AH6a3a3|HA6a2a6|aA3H2a3|aA3H6a3|-1|0|1,1
AH1a3a3|HA1a4a5|aA3H4a3|aA3H5a3|-1|0|1,1
HH2a0a3|HH2a2a4|aH0H2a3|aH3H4a3|0|0|1,1
HH4a0a3|HH4a2a4|aH0H4a3|aH2H3a3|0|0|1,1
HH7a2a4|HH7a2a6|aH2H4a3|aH2H6a3|-1|0|1,1
HH4a2a4|HH4a4a5|aH2H5a3|aH4H4a3|-1|0|1,1
HH3a0a3|HH3a0a3|aH0H3a3|aH0H3a3|0|0|1,1
HH6a0a3|HH6a2a6|aH0H6a3|aH2H3a3|0|0|1,1
HH5a0a3|HH5a4a5|aH0H5a3|aH3H4a3|0|0|1,1
HH2a0a3|HH2a2a6|aH0H2a3|aH3H6a3|0|0|1,1
HH4a0a3|HH4a4a5|aH0H4a3|aH3H5a3|0|0|1,1
HH6a2a6|HH6a4a5|aH2H4a3|aH5H6a3|1|0|1,1
AA10D10a9|AA10D4a3|DA10A4a1|aA3A9D1|1|0|1,1
AA4D1a1|AA4D4a3|DA1A4a1|aA1A3D1|-1|0|1,2
AA6D4a3|AA6D7a6|DA4A7a1|aA3A6D1|-1|0|1,1
AA2D4a3|AA2D4a3|DA4A4a1|aA3A3D1|0|0|1,1
AD4H1a3|DA4H2a1|HA1D2a2|aA3D1H2|1|0|1,1
AD4H3a3|DA4H1a1|HA3D1a0|aA3D1H0|0|0|1,2
AD4H5a3|DA4H4a1|HA5D4a3|aA3D1H3|-1|0|1,1
AD4H7a3|DA4H6a1|HA7D6a6|aA3D1H6|-1|0|1,1
AD4H3a3|DA4H6a1|HA3D6a5|aA3D1H5|-1|0|1,1
AA9D10a9|AA9D1a1|DA1A10a1|aA1A9D1|-1|0|1,1
AA4D10a9|AA4D7a6|DA10A7a1|aA6A9D1|1|0|1,1
AA8D10a9|AA8D4a3|DA10A4a1|aA3A9D1|1|0|1,1
